review_id;user_id;restaurant_id;review_text;rating;timestamp
73;3;9;Pesen Tilapia Donburi, daging ikannya gurih, empuk, dan tidak amis. Saladnya segar dan saus wijennya menyatu banget dengan salad, dan kebetulan saya suka acar jahe jadi kalau dipadukan sama salad/ikan rasanya masuk-masuk aja. Pelayanan sangat ramah, restorannya bersih, pokoknya two thumbs up.;5;16/08/24 16.05
74;4;9;Overall sangat baik (rasa, porsi, harga..pelayanan..suasana), recommended. Definitely come back in the distant future. Keep it up! ✨;4;16/04/25 15.56
75;5;9;Makanannya fresh & enak, sesuai dengan harga. Service sangat baik, helpful & ramah. Suasana sangat nyama.;3;24/10/24 15.00
76;6;9;nyoba chicken nanban don & wagyu hambagu don semuanya enakkk 9/10 tapi sayangnya pricey tempatnya kecil di ujung jadi kayaknya manfaatin space sebisa mungkin …;3;10/01/25 23.36
77;7;9;Suka banget, tempat nya nyaman, makanan nya enak , staff nya ramah2 dan baik2 banget..😊 …;5;08/08/24 10.33
78;8;9;Nyempil banget diujungg tapi begitu liat menu dan cium bau makanannya langsung laper banget! Porsi ala carte nya beneran gede buat sharing 2 orang bisa banget!;5;11/11/24 16.58
79;9;9;Nyobain chicken katsu don nya, katsunya juicy yaaah. Pdhl mau coba unagi sm salmon tp sayang masih ada alkohol d sausnyaa. Semoga nnti bisa ada opsi saus lainnyaa. Tp harganya oke bgt sih krn porsinya buanyaak;4;14/05/25 02.59
80;10;9;Pesan menu chicken nanban dan smoke shortplate, enak semua, tempat juga nyaman, pelayanan ramah. Recommended place;5;02/01/25 23.58
91;1;11;Cobain Shabu Shiro di Jl. Cikajang. Menunya berupa set gitu sudah dapat vegetable, dan juga unlimited popcorn, minuman sama es krim. Saos racikannya juga banyak pilihan, bisa minta diracikin juga. Untuk daging ini coba yang US Regular Beef, …;5;28/05/25 03.36
92;2;11;Best Resto Shabu Premium In Town!!! Restonya luas, bersih, nyaman bgt bawa keluarga makan2 di sini. Tersedia jg VIP ROOM✅ Banyak free flow kondimennya (drinks, ice cream, popcorn, seasonings, etc) US Beef nya premium & lembut. Yg aku suka …;5;18/11/24 02.53
93;3;11;Ketemu lagi nih sama shabu house worth it untuk dicoba di daerah jakarta selatan, nama nya @shabu_shiro . Disini yang paling pengen aku rekomendasiin itu pork & beef nya, karna daging mreka itu fresh dan dipotong sama mesin pemotong yg di …;5;01/12/24 03.43
94;4;11;Habis nyobain resto shabu, Shabu Shiro di JakSel. Pilihan set menunya enak-enak, ada free-flow beer, unlimited popcorn dan ice cream. …;5;13/11/24 11.25
95;5;11;nyobain set lengkap mereka yang us reguler beef porsi large, udah include soup, vegetables, drinks, condiment2 sauce & bumbu, ice cream, popcorn & snacks. dagingnya lembut & fresh karena baru dipotong saat kita order. aku suka kuah mereka …;3;13/05/25 13.28
96;6;11;Salah satu japanese hot pot yang wajib dicobain nih. Mumpung masih masa promo opening, jadi pastinya lebih worth. Cocok makan sendiri atau sama bestieee, makan bareng keluarga jg cocok karna ada privat room nya. …;5;14/07/25 18.20
97;7;11;Enak semua makananya, kuah ikan nya juara banget. Slice beef nya dijamin fresh karna mereka hanya iris pada saat ada order. Next mau kesana lagi untuk rayain ultah.;4;12/07/25 12.22
98;8;11;Kalo ditanya mau datang kesini lagi? Mau banget, Diawal sudah dijelaskan sama waitress-nya yaa kalo ini ada pork-nya dan sudah …;4;27/12/24 15.20
99;9;11;premium japanese shabu dengan kualitas daging yang bagus & harga yang affordable! Super worth it & banyak promo🥩✨tempatnya luas & nyaman, cocok untuk makan sama family. Staffnya helpful & ramah :) will definitely come back …;4;14/04/25 08.43
100;10;11;Menu nya mantap harganya pas sesuai dengan rasa,, sayurnya segar2 dagingnya lembut barbeque sausnya enak banget mantull ,, tempat sangat nyaman pokonya rekomended banget 👍👍 …;3;20/10/24 07.45
101;1;14;Makanannya enakkk!! Apalagi cheese cakenya juara siiih harus cobain!! Staffnya juga oke semua ramah❤️;4;30/12/24 20.44
102;2;14;tempatnya bersih & nyaman, untuk staff nya ramah2. yg paling juara si cheese cake!;5;11/10/24 14.27
103;3;14;Tempatnya bagus strategis jaksel, suasananya ramai namun tetap enjoyed.;4;29/04/25 00.52
104;4;14;Tempatnya bagus!! Pas buat yang suka masakan Jepang otentik dengan suasana nyaman dan pelayanan ramah. Makanannya juga enak-enak! Harganya juga cukup affordable untuk kualitas dan pengalaman yang di dapetin. Pelayanannya sih disini yang …;5;14/12/24 23.57
105;5;14;tempatnya bagus, nyaman, staffnya sangat ramah..makananannya enak2 semua..gak ada yg gak enak..autenthic japanese cuisine...nasi goreng unaginya mantap...udonnya terenakkk comfort food bgt dagingnya besar2..sukses selaluuu;5;20/04/25 04.15
106;6;14;katanya sih fresh oyster from hokaido, enak dan sangat freshh cuma harga nya lil bit expensiveee;4;20/01/25 01.32
107;7;14;"nunggu 1 jem ternyata gk ke input LOL padahal udh ditanyain 3 kali orderannya kenapa blm keluar tiap kali cuman dijawab ""sebentar ya kak"", GONG BANGET EMG HARGA DOANG MAHAL SERVICENYA BEUHHHH 🤌🏻 …";4;22/09/24 09.50
108;8;14;My love #1 place in Jkt no cap 💕 Selalu ke sini kalo pengen wind down atau ngobrol santai sambil feeling pampered …;5;05/08/24 23.36
