review_id;user_id;restaurant_id;review_text;rating;timestamp
68;9;10;Berasa laen setelah direnovasi suasananya lebih ke jepang2-an. Tempatnya lumayan luas sampai bagian dalamnya. Menu makanannya pun sangat bervariasi dan disini ada menu non-halal g sebelumnya saya lupa memang sudah ada atau setelah direnov …;3;30/10/24 07.57
69;10;10;Sudah berkali-kali makan di resto ini dan rasanya selalu enak. Meskipun kalau pas weekend, antriannya lumayan panjang tapi kalau weekday, jarang antri. …;5;27/02/25 13.12
70;1;11;pengerjaannya LAMA BANGET, pesen ramen aja setengah jam, dateng” gaenak lagi, ini sy bingung ya, namanya ramen, tapi yng dtng mie ny spageti? rasanya jg gaenak, keliatan jelas beda jauh sm di foto, di foto jelas” mie nya keriting, yang …;3;19/05/25 20.02
71;2;11;Setiap senin… sushi 10k…. Biarpun cewek ber2, makan 21 piring 🤣🤣🤣🤣🤣. Datang senin biar promo sushi 10k 🤣 …;5;17/09/24 08.19
72;3;11;Enakkk sushi nyaa dan harganya murahh. Apalagi hari senin 10k/plate. Worth the price 🥰🥰 …;4;24/03/25 04.47
73;4;11;Buat yg cari budget sushi tapi proper, Sushi jadi pilihan kita. Harga nya murah, per plate 15rb & kalau promo hari senin 10rb. Memang secara sushi nya agak sedikit lebih kecil nasi nya, tapi buat daging/ikan nya cukup royal untuk harga …;3;02/05/25 00.32
74;5;11;Engga engga lagi makan disini pegawainya satu mba dihari senin 24 maret 2025 jam 19.56 baru kunyah makanan terakhir bilang udah selesai langsung payment. Nanti bayar kok bukan engga padahal udah langganan di empo.;5;24/02/25 18.30
75;6;11;Selalu jadi opsi makan sushi murah. Rasa, kualitas ga perlu diraguin lagi. Untuk price wise sangat ok banget untuk kualitas dan rasa makanannya. This is the first time ke sushigo emporium pluit, overall sama sih dengan cabang lain. …;4;22/11/24 08.25
76;7;11;My sushi to go klo lg mau makan sushi dan gak mau terlalu kenyang wkwk satu grup sama sushi hiro, harga per plate 15k tapi enak enak rasanya sih menurutku dan gak menurun kualitasnya karena mureh. Paling waiting list aja kalau misalnya lagi rame jd agak harus sabar;5;21/03/25 03.29
77;8;11;Enak tiap minggu langganan disini cocok buat keluarga bahagia makan disini , sushinya enak , fresh menu banyak mantap pokoknya , Terima kasih sushi go emporium pluit mall ice cream gratisnya dengan cukup mengriview di google TQ.;4;22/10/24 18.23
78;9;11;masih 1 grup dengan sushi Hiro. bisa jadi alternatif utk harga yang lebih murah, sangat worth it karena rasanya 11:12;3;05/05/25 06.11
79;10;11;Sushi nya terasa lembut, renyah di mulut. Terus variannya sushi nya juga banyak. Plus promo nya masih ada yg 10k/plate setiap hari Senin (kecuali tanggal merah). …;3;02/12/24 07.11
80;1;13;Pertama kali makan di sini pas dateng langsung disambut baik oleh pelayan disini, makanan yang disajikan cepat dan enak. Semua pelayan disini ramah dan selalu menanyakan ulang orderan kita apa sudah …;4;16/06/25 17.14
81;2;13;Sebulan yg lalu makan di sini masih enak But today beef not available salmon not available then suddenly salmon became available but with stale and unpleasant appearance and dubious freshness. …;5;03/05/25 09.17
82;3;13;makanan nya enak enak. salmonnya seger ga amis sama sx malah manis bgt duh enak bangeeeeet luv it🫶🏻 service nya juga the best, even makan sendiri disini ga berasa sendiri soalnya …;4;24/03/25 14.20
83;4;13;gue sama temen gue pesen salmon belly chirashi hari sabtu tgl 12 april 2025. besokannya gue diare + mual, dan ternyata sama juga temen gue sampe masuk rumah sakit. pas baca reviewnya kaget juga ternyata ada yg sama. please dijaga …;5;24/05/25 11.03
