id_resto,name,category,latitude,longitude,harga_terendah,harga_tertinggi,description,combined_features,processed_features,avg_rating,review_count,price_range,distance_km
78,KFC Kemang,Restoran Cepat Saji,-6.2557535,106.7926431,25000.0,50000.0,"Franchise restoran yang terkenal dengan ember ayam goreng, dan hidangan kombo, serta hidangan sampingan.","KFC Kemang Restoran Cepat Saji Franchise restoran yang terkenal dengan ember ayam goreng, dan hidangan kombo, serta hidangan sampingan.",kfc kemang restoran cepat saji franchis restoran terken ember ayam goreng hidangan kombo hidangan sampingan,4.2,10,37500.0,1.43683871527762
